,name,id,office,position,cars_info,cars_family_info,all_cars_sum_uah_mln,monthly_salary,all_salary,car_years,all_estate,group,group_car,group_flat,group_years
6094,Швець Віктор Олександрович,vulyk_8_66,Вищий господарський суд,суддя вищого господарського суду україни,;;,Volkswagen Touareg;Honda Accord;,0.6,22670.0,62427.0,0.8,476.0,суди,medium,low,superlow
6112,Шевченко Володимир Альбертович,vulyk_56_7,Загальний апеляційний суд,суддя-секретар судової палати у цивільних справах апеляційного суду сумської області,Toyota;ВАЗ;,Mitsubishi;ВАЗ;,0.5,21005.0,41649.0,1.0,331.0,суди,medium,low,superlow
6113,Шевченко Віктор Сергійович,vulyk_41_43,Загальний місцевий суд,голова тростянецького районного суду сумської області,Skoda Octavia A5;;;,;;;;,0.17,20327.0,28479.0,0.5,438.0,суди,low,low,superlow
6121,Шевчук Євген Михайлович,vulyk_20_2,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,заступник начальника - начальник бродівського відділення одпі в буському районі гу міндоходів у львівській області,ВАЗ 21043;Honda CR-V;;,;;;,0.18,4595.0,7628.0,2.0,395.0,митники,low,low,medium
6133,Шелег Валентин Михайлович,vulyk_22_33,Міністерство внутрішніх справ,начальник управління кадрового забезпечення гумвс україни в київської області,Toyota 4Runner;,;;,0.08,10618.0,10618.0,0.7,316.0,МВС,superlow,low,superlow
6135,Шелест Інна Миколаївна,vulyk_16_35,Загальний місцевий суд,голова червонозаводського районного суду м. харкова,Mazda CX-7;;,Renault Trafic;;;;;;,0.31,19767.0,20571.0,1.2,687.0,суди,low,medium,superlow
6139,Шелудько Олег Анатолійович,vulyk_11_200,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,аступник начальника інспекції– начальник криворізького управління сдпі у м. дніпропетровську мгу м,Chrysler Crossfire;;,BMW 760;Lexus GX460;ЗАЗ 110557;ВАЗ 21093,0.96,5434.0,5434.0,14.8,849.0,митники,medium,medium,high
6149,Шепітко Іван Григорович,vulyk_15_145,Загальний місцевий суд,суддя суворівського районного суду м. одеси,Mitsubishi Pajero;;,Citroen C4;;;,0.18,18504.0,25416.0,0.6,362.0,суди,low,low,superlow
6150,Шепітько Ірина Іванівна,vulyk_57_73,Апеляційний господарський суд,суддя харківського апеляційного господарського суду,;;;,Volkswagen Passat;Audi;;,0.2,20080.0,43750.0,0.4,482.0,суди,low,low,superlow
6167,Шилова Тетяна Семенівна,vulyk_8_199,Вищий спецiалiзований суд України з розгляду цивiльних i кримiнальних справ,суддя вищого спеціалізованого суду україни з розгляду цивільних і кримінальних справ,Subaru Legacy;;,Toyota Land Cruiser Prado;;,0.61,25353.0,30736.0,1.7,692.0,суди,medium,medium,superlow
6176,Шинкаренко Сергій Вікторович,vulyk_11_124,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,заступник начальника міжрегіонального головного управління міндоходів – центрального офісу з обслуговування великих платників,;;,Jeep;;;,0.39,8749.0,8749.0,3.7,600.0,митники,low,medium,medium
6184,Ширіна Світлана Анатоліївна,vulyk_17_100,Загальний місцевий суд,суддя хортицького районного суду м. запоріжжя,Toyota Land Cruiser Prado;;;,;;;;,0.51,16860.0,16860.0,2.5,84.0,суди,medium,superlow,medium
6215,Шлапак Ігор Петрович,vulyk_23_83,Міністерство внутрішніх справ,заступник начальника святошинського ру гумвс україни в м. києві – начальник кримінальної міліції,Skoda Octavia;;,Volkswagen Golf;Volkswagen Tiguan;,0.62,0.0,0.0,inf,148.0,МВС,medium,superlow,high
6235,Шпак Сергій Семенович,vulyk_57_19,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,старший оперуповноважений відділу протидії незаконному обігу підакцизних товарів оперативного управління гу дфс у запорізький області,Citroen C-Elysee;;;,Citroen C-Elysee;;;,0.21,55.0,1678.0,10.4,324.0,митники,low,low,high
