,name,id,office,position,cars_info,cars_family_info,all_cars_sum,all_cars_sum_uah,all_cars_sum_uah_mln,monthly_salary,monthly_salary_family,all_salary,all_estate,group,car_years,group_car,group_flat,group_years
6234,Шинкаренко Сергій Вікторович,vulyk_11_124,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,заступник начальника міжрегіонального головного управління міндоходів – центрального офісу з обслуговування великих платників,;;,Jeep;;;,32725.0,392700.0,0.39,8749.0,0.0,8749.0,600.0,митники,3.7,superlow,low,low
6242,Ширіна Світлана Анатоліївна,vulyk_17_100,Загальний місцевий суд,суддя хортицького районного суду м. запоріжжя,Toyota Land Cruiser Prado;;;,;;;;,42312.0,507744.0,0.51,16860.0,0.0,16860.0,84.0,суди,2.5,low,superlow,superlow
6273,Шлапак Ігор Петрович,vulyk_23_83,Міністерство внутрішніх справ,заступник начальника святошинського ру гумвс україни в м. києві – начальник кримінальної міліції,Skoda Octavia;;,Volkswagen Golf;Volkswagen Tiguan;,51368.0,616416.0,0.62,0.0,0.0,0.0,148.0,МВС,inf,low,superlow,high
6274,Шльома Роман Степанович,vulyk_20_57,Прокуратура,прокурор яворівського району львівської області,;;;,Audi Q7;;;,73911.0,886932.0,0.89,14482.0,5863.0,20345.0,329.0,суди,3.6,medium,superlow,low
6306,Штелик Світлана Павлівна,vulyk_8_162,Вищий спецiалiзований суд України з розгляду цивiльних i кримiнальних справ,суддя вищого спеціалізованого суду україни з розгляду цивільних і кримінальних справ,Toyota Venza;;,Toyota Highlander;Москвич 2140;Toyota Land Cruiser,57010.0,684120.0,0.68,23959.0,106171.0,130130.0,696.0,суди,0.4,low,low,superlow
6308,Штефанюк Іван Матвійович,vulyk_1_1685,Прокуратура,начальник відділу процесуального керівництва у кримінальних провадженнях прокуратури Закарпатської області,Mitsubishi Outlander;;;;;,Skoda Octavia;;;;;,9143.0,109716.0,0.11,11766.0,0.0,11766.0,596.0,суди,0.8,superlow,low,superlow
6325,Шум Микола Сергійович,vulyk_56_79,Господарський місцевий суд,голова господарського суду волинської області,Toyota Highlander;;,Mitsubishi ASX;;,49421.0,593052.0,0.59,20915.0,0.0,20915.0,346.0,суди,2.4,low,superlow,superlow
6338,Щавурська Наталія Борисівна,vulyk_45_100,Загальний апеляційний суд,суддя апеляційного суду тернопільської області,Peugeot 3008;;,Audi A4;;;;,43214.0,518568.0,0.52,19333.0,0.0,19333.0,283.0,суди,2.2,low,superlow,superlow
6353,Щотка Станіслав Олексійович,vulyk_9_79,Вища кваліфікаційна комісія суддів України,член вищої кваліфікаційної комісії суддів україни (суддя верховного суду україни у відставці,Volkswagen Touareg;;;;,Volkswagen Tiguan;;;,64443.0,773316.0,0.77,1015.0,4204.0,5219.0,126.0,суди,12.3,medium,superlow,high
6354,Щупаківський Роман Володимирович,vulyk_22_29,Міністерство внутрішніх справ,заступник начальника управління без гумвс україни в київської області,Toyota Camry;,Land Rover Freelander;;,58273.0,699276.0,0.7,8656.0,0.0,8656.0,165.0,МВС,6.7,medium,superlow,medium
6377,Юрлагіна Тамара Володимирівна,vulyk_17_55,Загальний місцевий суд,суддя мелітопольського міськрайонного суду запорізької області,ЗАЗ 1102 Таврия;;;,ВАЗ 21099;Mercedes-Benz Vito;;;,11042.0,132504.0,0.13,16874.0,0.0,16874.0,502.0,суди,0.7,superlow,low,superlow
6383,Юрченко Юрій Сергійович,vulyk_13_193,Прокуратура,"прокурор кіровського району м. дніпропетровська, дніпропетровської області",ГАЗ М20;;;,Lexus GX 460;Toyota Camry;;,73544.0,882528.0,0.88,11201.0,0.0,11201.0,74.0,суди,6.6,medium,superlow,medium
6398,Якименко Марина Миколаївна,vulyk_19_162,Загальний апеляційний суд,суддя апеляційного суду вінницької області,Peugeot 206 XR;;,Mercedes-Benz GL 450;Mercedes-Benz A 180;,66581.0,798972.0,0.8,19653.0,0.0,19653.0,128.0,суди,3.4,medium,superlow,low
6400,Якимчук Микола Костянтинович,vulyk_34_63,Прокуратура,прокурор чернівецької області,Mercedes-Benz GL 320;;,Volkswagen Passat CC;;,56658.0,679896.0,0.68,20261.0,10778.0,31039.0,235.0,суди,1.8,low,superlow,superlow
6409,Яковлев Андрій Сергійович,vulyk_16_157,Прокуратура,начальник управління,Audi A6;;,Toyota Rav 4;;;;;;,76696.0,920352.0,0.92,12987.0,18312.0,31299.0,197.0,суди,2.5,medium,superlow,superlow
6410,Яковлев Сергій Єгорович,vulyk_16_40,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,заступник директора - начальник управління департаменту внутрішнього аудиту та контролю дфс україни,;;,Toyota Rav 4;;;;;;,22549.0,270588.0,0.27,14299.0,1253.0,15552.0,557.0,митники,1.4,superlow,low,superlow
6419,Ямборко Володимир Іванович,vulyk_10_111,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,начальник м. п. смільниця львівської митниці дфс,BMW 730;;,BMW X6;;;;,75584.0,907008.0,0.91,5630.0,0.0,5630.0,235.0,митники,13.4,medium,superlow,high
6421,Янко Володимир Михайлович,vulyk_21_20,Прокуратура,прокурор закарпатської області,Toyota Camry;;;,;;;;,23561.0,282732.0,0.28,0.0,0.0,0.0,558.0,суди,inf,superlow,low,high
6436,Яремко Василь Васильович,vulyk_33_134,Загальний апеляційний суд,суддя апеляційного суду чернівецької області - секретар судової палати у цивільних справах,Renault Logan;;;,Renault Kangoo;Москвич / АЗЛК 412;Opel Omega;,18736.0,224832.0,0.22,21712.0,2537.0,24249.0,670.0,суди,0.8,superlow,low,superlow
6442,Яризько Володимир Олександрович,vulyk_59_94,Господарський місцевий суд,суддя господарського суду харківської області,Toyota Fortuner;Skoda Octavia A7;,Toyota Auris;Toyota Rav 4;Mercedes-Benz Vito;,78635.0,943620.0,0.94,19321.0,0.0,19321.0,318.0,суди,4.1,medium,superlow,low
